question,answer
"How do you treat a dog bite?
","For bites that are caused by mammals (dog, cat, fox, jackal, wolf, bat etc.), seperate the victim from the animal. Clean the wound with water and soap. In case of bleeding, take a clean piece of cloth and gently put pressure on the wound until it ceases. Pour antiseptic solution on the wound and cover it with a sterile gauze. The victim must get a anti-tetanus shot if it's been more than 10 years since the last vaccination. In case of fever, inflammation or intense pain, you should seek medical help. You should inform the medical personel if the attacking animal had shown signs of aggressiveness, excessive saliva, nervousnes, which in indicates rabbies.
"
"what to do if i get a animal bite?
","For bites that are caused by mammals (dog, cat, fox, jackal, wolf, bat etc.), move away from the animal. Clean the wound with water and soap. In case of bleeding, take a clean piece of cloth and gently put pressure on the wound until it ceases. Pour antiseptic solution on the wound and cover it with a sterile gauze. You must get a anti-tetanus shot if it's been more than 10 years since the last vaccination. In case of fever, inflammation or intense pain, you should seek medical help. You should inform the medical personel if the attacking animal had shown signs of aggressiveness, excessive saliva, nervousnes, which in indicates rabbies.
"
"Which medicine to take if I get a monekey bite?
","For bites that are caused by mammals (dog, cat, fox, jackal, wolf, bat etc.), move away from the animal. Clean the wound with water and soap. In case of bleeding, take a clean piece of cloth and gently put pressure on the wound until it ceases. Pour antiseptic solution on the wound and cover it with a sterile gauze. You must get a anti-tetanus shot if it's been more than 10 years since the last vaccination. In case of fever, inflammation or intense pain, you should seek medical help. You should inform the medical personel if the attacking animal had shown signs of aggressiveness, excessive saliva, nervousnes, which in indicates rabbies.
"
"How to cure dog bite?
","For bites that are caused by mammals (dog, cat, fox, jackal, wolf, bat etc.), seperate the victim from the animal. Clean the wound with water and soap. In case of bleeding, take a clean piece of cloth and gently put pressure on the wound until it ceases. Pour antiseptic solution on the wound and cover it with a sterile gauze. The victim must get a anti-tetanus shot if it's been more than 10 years since the last vaccination. In case of fever, inflammation or intense pain, you should seek medical help. You should inform the medical personel if the attacking animal had shown signs of aggressiveness, excessive saliva, nervousnes, which in indicates rabbies.
"
"i got bit by a dog
","For bites that are caused by mammals (dog, cat, fox, jackal, wolf, bat etc.), move away from the animal. Clean the wound with water and soap. In case of bleeding, take a clean piece of cloth and gently put pressure on the wound until it ceases. Pour antiseptic solution on the wound and cover it with a sterile gauze. You must get a anti-tetanus shot if it's been more than 10 years since the last vaccination. In case of fever, inflammation or intense pain, you should seek medical help. You should inform the medical personel if the attacking animal had shown signs of aggressiveness, excessive saliva, nervousnes, which in indicates rabbies.
"
"stung by a scorpion
","In mild cases, locally apply cold pads and give analgesics. Seek medical help if symptoms such as nausea, vomiting, salivation, dysphagia, rhinorrhea, lacrimation, restlessness, adjustment disorders, sweating, high fever (up to 42 degrees Celsius), tachycardia, hypertension, arrhythmia, convulsions, coma occur.
"
"scorpio sting
","In mild cases, locally apply cold pads and give analgesics. Seek medical help if symptoms such as nausea, vomiting, salivation, dysphagia, rhinorrhea, lacrimation, restlessness, adjustment disorders, sweating, high fever (up to 42 degrees Celsius), tachycardia, hypertension, arrhythmia, convulsions, coma occur.
"
"what to do if a insect bites me?
","Local symptoms from an insect bite, such as pain, swelling, redness, intense itching, subside within a few hours to a few days. Remove the stinger, if any, and apply cold compresses and antihistamine ointment. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"How do you treat a Insect Bite?
","Local symptoms from an insect bite, such as pain, swelling, redness, intense itching, subside within a few hours to a few days. Remove the stinger, if any, and apply cold compresses and antihistamine ointment. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"Which medicine to take if I get bitten by a insect?
","If you experience pain or itchiness, you can take over-the-counter pain relievers such as acetaminophen or ibuprofen, and antihistamines like Benadryl to reduce swelling and itching. Over-the-counter creams or ointments such as hydrocortisone cream or calamine lotion can help reduce itching and swelling. If you experience symptoms such as difficulty breathing, chest pain, or swelling of the face or throat, seek emergency medical attention.
"
"How to cure insect bite?
","Local symptoms from an insect bite, such as pain, swelling, redness, intense itching, subside within a few hours to a few days. Remove the stinger, if any, and apply cold compresses and antihistamine ointment. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"jellyfish sting bite
","If there is a part of the marine organism, it is removed, the wound is cleaned, an antihistamine ointment is applied. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"corals sting bite
","If there is a part of the marine organism, it is removed, the wound is cleaned, an antihistamine ointment is applied. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"sea urchins sting bite
","If there is a part of the marine organism, it is removed, the wound is cleaned, an antihistamine ointment is applied. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"dogfish sting bite
","If there is a part of the marine organism, it is removed, the wound is cleaned, an antihistamine ointment is applied. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"catfish sting bite
","If there is a part of the marine organism, it is removed, the wound is cleaned, an antihistamine ointment is applied. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"dragonflies sting bite
","If there is a part of the marine organism, it is removed, the wound is cleaned, an antihistamine ointment is applied. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"scorpions sting bite
","If there is a part of the marine organism, it is removed, the wound is cleaned, an antihistamine ointment is applied. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"skates sting bite
","If there is a part of the marine organism, it is removed, the wound is cleaned, an antihistamine ointment is applied. In the event of an anaphylactic reaction, seek medical help immediately. If there is an adrenaline injection, give the injection in the arm or thigh, according to the product instructions. Loosen tie or belt. If he is not breathing, apply CPR. With extended elbows repeat 30 compressions placing one hand on top of the other in the center of the chest. We use our body weight, at a rate of 100-120 min at a depth of 5-6 cm. Then lift the patient's chin, opening his mouth, seal the nose and give two breaths, until the chest rises. Let the person exhale. Repeat the process until the person revives, medical help arrives or until you tire.
"
"stroke
","A stroke is defined as damage to the brain of vascular etiology, a stroke that originated either from an interruption of the blood supply to the affected area (ischemic), or from bleeding as a consequence of the rupture of a vessel (hemorrhagic). If we see a person with drooping of one side of the face, slurred speech, reduced or blurred vision, inability to raise an arm, dizziness, headache, we suspect a stroke and call for help. There are cases where the damage is great and we may lose consciousness until stopping. It's important to note the time when symptoms first started, as this can help medical professionals determine the best treatment options. Help the person lie down and stay calm while waiting for emergency services to arrive. If the person stops breathing or their heart stops beating, perform CPR until emergency services arrive. Do not give the person any medications unless instructed to do so by a medical professional. If the person is conscious, support their head and neck to prevent any movement. If the person is wearing tight clothing, such as a tie or scarf, loosen it to ensure they can breathe comfortably. 
"
"How do you treat a mild Fever?
","To treat a fever at home: 1)Drink plenty of fluids to stay hydrated. 2)Dress in lightweight clothing. 3)Use a light blanket if you feel chilled, until the chills end. 4)Take acetaminophen (Tylenol, others) or ibuprofen (Advil, Motrin IB, others). 5) Get medical help if the fever lasts more than five days in a row.
"
"what to do if i get a mild fever?
","To treat a fever at home: 1)Drink plenty of fluids to stay hydrated. 2)Dress in lightweight clothing. 3)Use a light blanket if you feel chilled, until the chills end. 4)Take acetaminophen (Tylenol, others) or ibuprofen (Advil, Motrin IB, others). 5) Get medical help if the fever lasts more than five days in a row.
"
"Which medicine to take if I get a mild fever?
","To treat a fever at home: 1)Drink plenty of fluids to stay hydrated. 2)Dress in lightweight clothing. 3)Use a light blanket if you feel chilled, until the chills end. 4)Take acetaminophen (Tylenol, others) or ibuprofen (Advil, Motrin IB, others). 5) Get medical help if the fever lasts more than five days in a row.
"
"fever
","To treat a fever at home: 1)Drink plenty of fluids to stay hydrated. 2)Dress in lightweight clothing. 3)Use a light blanket if you feel chilled, until the chills end. 4)Take acetaminophen (Tylenol, others) or ibuprofen (Advil, Motrin IB, others). 5) Get medical help if the fever lasts more than five days in a row.
"
"How do you treat nasal Congestion?
","When you're stuffed up, focus on keeping your nasal passages and sinuses moist. To keep your nasal passages moist, you can: 1)Use a humidifier or vaporizer. 2)Drink lots of fluids. This will thin out your mucus, which could help prevent blocked sinuses. 3)Place a warm, wet towel on your face. It may relieve discomfort and open your nasal passages.
"
"what to do if i get a nasal congestion?
","When you're stuffed up, focus on keeping your nasal passages and sinuses moist. To keep your nasal passages moist, you can: 1)Use a humidifier or vaporizer. 2)Drink lots of fluids. This will thin out your mucus, which could help prevent blocked sinuses. 3)Place a warm, wet towel on your face. It may relieve discomfort and open your nasal passages.
"
"Which medicine to take if I have a nasal congestion?
","When you're stuffed up, focus on keeping your nasal passages and sinuses moist. To keep your nasal passages moist, you can: 1)Use a humidifier or vaporizer. 2)Drink lots of fluids. This will thin out your mucus, which could help prevent blocked sinuses. 3)Place a warm, wet towel on your face. It may relieve discomfort and open your nasal passages.
"
"what to do if i have a blocked nose?
","When you're stuffed up, focus on keeping your nasal passages and sinuses moist. To keep your nasal passages moist, you can: 1)Use a humidifier or vaporizer. 2)Drink lots of fluids. This will thin out your mucus, which could help prevent blocked sinuses. 3)Place a warm, wet towel on your face. It may relieve discomfort and open your nasal passages.
"
"How do you treat a blocked nose?
","When you're stuffed up, focus on keeping your nasal passages and sinuses moist. To keep your nasal passages moist, you can: 1)Use a humidifier or vaporizer. 2)Drink lots of fluids. This will thin out your mucus, which could help prevent blocked sinuses. 3)Place a warm, wet towel on your face. It may relieve discomfort and open your nasal passages.
"
"How long does nasal congestion last?
","When you're stuffed up, focus on keeping your nasal passages and sinuses moist. To keep your nasal passages moist, you can: 1)Use a humidifier or vaporizer. 2)Drink lots of fluids. This will thin out your mucus, which could help prevent blocked sinuses. 3)Place a warm, wet towel on your face. It may relieve discomfort and open your nasal passages.
"
"How to cure cough?
","1) Honey:- Use honey to treat a cough, mix 2 teaspoons (tsp) with warm water or an herbal tea. Drink this mixture once or twice a day. Do not give honey to children under 1 year of age. 2) Ginger:- Brew up a soothing ginger tea by adding 20�40 grams (g) of fresh ginger slices to a cup of hot water. Allow to steep for a few minutes before drinking. Add honey or lemon juice to improve the taste and further soothe a cough. 3) Fluids:- Staying hydrated is vital for those with a cough or cold. Research indicates that drinking liquids at room temperature can alleviate a cough, runny nose, and sneezing.
"
"How do you treat cough?
","1) Honey:- Use honey to treat a cough, mix 2 teaspoons (tsp) with warm water or an herbal tea. Drink this mixture once or twice a day. Do not give honey to children under 1 year of age. 2) Ginger:- Brew up a soothing ginger tea by adding 20�40 grams (g) of fresh ginger slices to a cup of hot water. Allow to steep for a few minutes before drinking. Add honey or lemon juice to improve the taste and further soothe a cough. 3) Fluids:- Staying hydrated is vital for those with a cough or cold. Research indicates that drinking liquids at room temperature can alleviate a cough, runny nose, and sneezing.
"
"what to do if i get a cough?
","1) Honey:- Use honey to treat a cough, mix 2 teaspoons (tsp) with warm water or an herbal tea. Drink this mixture once or twice a day. Do not give honey to children under 1 year of age. 2) Ginger:- Brew up a soothing ginger tea by adding 20�40 grams (g) of fresh ginger slices to a cup of hot water. Allow to steep for a few minutes before drinking. Add honey or lemon juice to improve the taste and further soothe a cough. 3) Fluids:- Staying hydrated is vital for those with a cough or cold. Research indicates that drinking liquids at room temperature can alleviate a cough, runny nose, and sneezing.
"
"Which medicine to take if I get cough?
","1) Honey:- Use honey to treat a cough, mix 2 teaspoons (tsp) with warm water or an herbal tea. Drink this mixture once or twice a day. Do not give honey to children under 1 year of age. 2) Ginger:- Brew up a soothing ginger tea by adding 20�40 grams (g) of fresh ginger slices to a cup of hot water. Allow to steep for a few minutes before drinking. Add honey or lemon juice to improve the taste and further soothe a cough. 3) Fluids:- Staying hydrated is vital for those with a cough or cold. Research indicates that drinking liquids at room temperature can alleviate a cough, runny nose, and sneezing.
"
"How do you get rid of cough?
","1) Honey:- Use honey to treat a cough, mix 2 teaspoons (tsp) with warm water or an herbal tea. Drink this mixture once or twice a day. Do not give honey to children under 1 year of age. 2) Ginger:- Brew up a soothing ginger tea by adding 20�40 grams (g) of fresh ginger slices to a cup of hot water. Allow to steep for a few minutes before drinking. Add honey or lemon juice to improve the taste and further soothe a cough. 3) Fluids:- Staying hydrated is vital for those with a cough or cold. Research indicates that drinking liquids at room temperature can alleviate a cough, runny nose, and sneezing.
"
"How do you treat sore throat?
","1) Make sure you get plenty of rest and drink a lot of fluids. 2)Inhale steam,Run hot water in a sink.Drape a towel over you to trap the steam, and have the person lean over the sink with the water running. Tell him to breathe deeply through his mouth and nose for 5 to 10 minutes. Repeat several times a day. 3)Have him sip chicken broth or warm tea with honey. Don�t give honey to a child under 12 months of age.
"
"what to do if i get a sore throat?
","1) Make sure you get plenty of rest and drink a lot of fluids. 2)Inhale steam,Run hot water in a sink.Drape a towel over you to trap the steam, and have the person lean over the sink with the water running. Tell him to breathe deeply through his mouth and nose for 5 to 10 minutes. Repeat several times a day. 3)Have him sip chicken broth or warm tea with honey. Don�t give honey to a child under 12 months of age.
"
"Which medicine to take if I get a sore throat?
","1) Make sure you get plenty of rest and drink a lot of fluids. 2)Inhale steam,Run hot water in a sink.Drape a towel over you to trap the steam, and have the person lean over the sink with the water running. Tell him to breathe deeply through his mouth and nose for 5 to 10 minutes. Repeat several times a day. 3)Have him sip chicken broth or warm tea with honey. Don�t give honey to a child under 12 months of age.
"
"How to cure sore throat?
","1) Make sure you get plenty of rest and drink a lot of fluids. 2)Inhale steam,Run hot water in a sink.Drape a towel over you to trap the steam, and have the person lean over the sink with the water running. Tell him to breathe deeply through his mouth and nose for 5 to 10 minutes. Repeat several times a day. 3)Have him sip chicken broth or warm tea with honey. Don�t give honey to a child under 12 months of age.
"
"How do you treat gas problems?
","1) Replenish body fluids 2)Do not take antidiarrheal drugs or laxatives or pain medication, unless specified by a medical professional.3)Taking antacids may help, per recommendation of a healthcare professional. 4)If prone to frequent heartburns, seek medical help. 5)Taking meals that are not spicy regularly, can relieve ulcer pains. 6)Seek medical help, if conditions persist or continue to worsen
"
"what to do if i have Gastrointestinal problems?
","1) Replenish body fluids 2)Do not take antidiarrheal drugs or laxatives or pain medication, unless specified by a medical professional.3)Taking antacids may help, per recommendation of a healthcare professional. 4)If prone to frequent heartburns, seek medical help. 5)Taking meals that are not spicy regularly, can relieve ulcer pains. 6)Seek medical help, if conditions persist or continue to worsen
"
"Which medicine to take if I get gas problem?
","1) Replenish body fluids 2)Do not take antidiarrheal drugs or laxatives or pain medication, unless specified by a medical professional.3)Taking antacids may help, per recommendation of a healthcare professional. 4)If prone to frequent heartburns, seek medical help. 5)Taking meals that are not spicy regularly, can relieve ulcer pains. 6)Seek medical help, if conditions persist or continue to worsen
"
"How to cure Gas problems?
","1) Replenish body fluids 2)Do not take antidiarrheal drugs or laxatives or pain medication, unless specified by a medical professional.3)Taking antacids may help, per recommendation of a healthcare professional. 4)If prone to frequent heartburns, seek medical help. 5)Taking meals that are not spicy regularly, can relieve ulcer pains. 6)Seek medical help, if conditions persist or continue to worsen
"
"How do you treat Abdonominal Pain?
","1)Provide clear fluids to sip, such as water, broth, or fruit juice diluted with water. 2)Serve bland foods, such as saltine crackers, plain bread, dry toast, rice, gelatin, or applesauce. 3)Avoid spicy or greasy foods and caffeinated or carbonated drinks until 48 hours after all symptoms have gone away. 
"
"what to do if i get a Abdonominal Pain?
","1)Provide clear fluids to sip, such as water, broth, or fruit juice diluted with water. 2)Serve bland foods, such as saltine crackers, plain bread, dry toast, rice, gelatin, or applesauce. 3)Avoid spicy or greasy foods and caffeinated or carbonated drinks until 48 hours after all symptoms have gone away. 
"
"Which medicine to take if I get a Abdonominal Pain?
","1)Provide clear fluids to sip, such as water, broth, or fruit juice diluted with water. 2)Serve bland foods, such as saltine crackers, plain bread, dry toast, rice, gelatin, or applesauce. 3)Avoid spicy or greasy foods and caffeinated or carbonated drinks until 48 hours after all symptoms have gone away. 
"
"How to cure Abdonominal Pain?
","1)Provide clear fluids to sip, such as water, broth, or fruit juice diluted with water. 2)Serve bland foods, such as saltine crackers, plain bread, dry toast, rice, gelatin, or applesauce. 3)Avoid spicy or greasy foods and caffeinated or carbonated drinks until 48 hours after all symptoms have gone away. 
"
"How do you treat Bruises?
","1)Ice the bruise with an ice pack wrapped in a towel. 2)Leave it in place for 10 to 20 minutes. 3)Repeat several times a day for a day or two as needed. 4)Compress the bruised area if it is swelling, using an elastic bandage. 
"
"what to do if i get a Bruise?
","1)Ice the bruise with an ice pack wrapped in a towel. 2)Leave it in place for 10 to 20 minutes. 3)Repeat several times a day for a day or two as needed. 4)Compress the bruised area if it is swelling, using an elastic bandage. 
"
"Which medicine to take if I get a Bruise?
","1)Ice the bruise with an ice pack wrapped in a towel. 2)Leave it in place for 10 to 20 minutes. 3)Repeat several times a day for a day or two as needed. 4)Compress the bruised area if it is swelling, using an elastic bandage. 
"
"How to cure Bruises?
","1)Ice the bruise with an ice pack wrapped in a towel. 2)Leave it in place for 10 to 20 minutes. 3)Repeat several times a day for a day or two as needed. 4)Compress the bruised area if it is swelling, using an elastic bandage. 
"
"How do you treat Diarrhea?
","1)Hydrating the body is essential for recovering from diarrhea.This causes the body to lose electrolytes such as sodium and chloride. 2)It is highly recommended to avoid dairy products, as they may worsen diarrhea in some people. 3)However, if diarrhea lasts for more than 2 days, seek medical advice to avoid complications.
"
"what to do if i get Diarrhea?
","1)Hydrating the body is essential for recovering from diarrhea.This causes the body to lose electrolytes such as sodium and chloride. 2)It is highly recommended to avoid dairy products, as they may worsen diarrhea in some people. 3)However, if diarrhea lasts for more than 2 days, seek medical advice to avoid complications.
"
"Which medicine to take if I get Diarrhea?
","1)Hydrating the body is essential for recovering from diarrhea.This causes the body to lose electrolytes such as sodium and chloride. 2)It is highly recommended to avoid dairy products, as they may worsen diarrhea in some people. 3)However, if diarrhea lasts for more than 2 days, seek medical advice to avoid complications.
"
"How to cure Diarrhea?
","1)Hydrating the body is essential for recovering from diarrhea.This causes the body to lose electrolytes such as sodium and chloride. 2)It is highly recommended to avoid dairy products, as they may worsen diarrhea in some people. 3)However, if diarrhea lasts for more than 2 days, seek medical advice to avoid complications.
"
"How do you treat a Frost bite?
"," 
"
"what to do if i get a Frost bite?
"," 
"
"Which medicine to take if I get a Frost bite?
"," 
"
"How to cure Frost bite?
"," 
"
"How do you treat Testicle Pain?
"," 
"
"what to do if i get a Testicle Pain?
"," 
"
"Which medicine to take if I get a Testicle Pain?
"," 
"
"How to cure Testicle Pain?
"," 
"
"How do you treat a Vertigo?
"," 
"
"what to do if i get a Vertigo?
"," 
"
"Which medicine to take if I get Vertigo?
"," 
"
"How to cure a Vertigo?
"," 
"
"How do you treat an eye Injury?
"," 
"
"what to do if i get a eye Injury?
"," 
"
"Which medicine to take if I injured my eye?
"," 
"
"How to cure injured eye?
","
"
"How do you treat broken Teeth ?
"," 
"
"what to do if my Teeth got broken?
"," 
"
"Which medicine to take if I get broken teeth?
"," 
"
"cure broken teeth?
"," 
"
"How do you treat a head Injury?
"," 
"
"what to do if i get a Head Injury?
"," 
"
"Which medicine to take if I get injured in the head?
"," 
"
"How to cure Head Injury?
"," 
"
"How do you treat a mild Headache?
","Give ibuprofen (Advil, Motrin), aspirin, or acetaminophen (Tylenol) for pain. Avoid ibuprofen and other NSAIDs if the person has heart failure or kidney failure. Do not give aspirin to a child under age 18.
"
"what to do if i get a mild Headache?
","Give ibuprofen (Advil, Motrin), aspirin, or acetaminophen (Tylenol) for pain. Avoid ibuprofen and other NSAIDs if the person has heart failure or kidney failure. Do not give aspirin to a child under age 18.
"
"Which medicine to take if I have a mild headache?
","Give ibuprofen (Advil, Motrin), aspirin, or acetaminophen (Tylenol) for pain. Avoid ibuprofen and other NSAIDs if the person has heart failure or kidney failure. Do not give aspirin to a child under age 18.
"
"How to cure a mild headache?
","Give ibuprofen (Advil, Motrin), aspirin, or acetaminophen (Tylenol) for pain. Avoid ibuprofen and other NSAIDs if the person has heart failure or kidney failure. Do not give aspirin to a child under age 18.
"
"How do you treat a Cold?
","""1)Keeping hydrated is absolutely vital to help 'flush' out the cold, as well as to break down congestion and keep your throat lubricated. 2)Vitamin C is extremely helpful when fighting infection, so at the first sign of a cold be sure to increase your intake by eating plenty of berries, citrus fruits, papayas, broccoli and red peppers which will help keep you protected. 3)When it comes to combating a cold,Vitamin D is essential in helping to regulate immune response.""
"
"what to do if i get a mild Cold?
","""1)Keeping hydrated is absolutely vital to help 'flush' out the cold, as well as to break down congestion and keep your throat lubricated. 2)Vitamin C is extremely helpful when fighting infection, so at the first sign of a cold be sure to increase your intake by eating plenty of berries, citrus fruits, papayas, broccoli and red peppers which will help keep you protected. 3)When it comes to combating a cold,Vitamin D is essential in helping to regulate immune response.""
"
"Which medicine to take if I have a Cold?
","""1)Keeping hydrated is absolutely vital to help 'flush' out the cold, as well as to break down congestion and keep your throat lubricated. 2)Vitamin C is extremely helpful when fighting infection, so at the first sign of a cold be sure to increase your intake by eating plenty of berries, citrus fruits, papayas, broccoli and red peppers which will help keep you protected. 3)When it comes to combating a cold,Vitamin D is essential in helping to regulate immune response.""
"
"How to cure Cold?
","""1)Keeping hydrated is absolutely vital to help 'flush' out the cold, as well as to break down congestion and keep your throat lubricated. 2)Vitamin C is extremely helpful when fighting infection, so at the first sign of a cold be sure to increase your intake by eating plenty of berries, citrus fruits, papayas, broccoli and red peppers which will help keep you protected. 3)When it comes to combating a cold,Vitamin D is essential in helping to regulate immune response.""
"
"How do you treat Rashes?
","1)Olive oil helps in healing and promotes skin renewal given it is packed with vitamin E and antioxidants. It also soothes the skin and reduces itching. 2)Baking soda is useful in drying skin rashes as also in relieving itching and inflammation. 3)Aloe Vera,Thanks to its antibacterial, antifungal, anti-inflammatory and emollient properties, aloe vera is excellent for treating a number of skin ailments including rashes as also soothing the skin.
"
"what to do if i get a Rash?
","1)Olive oil helps in healing and promotes skin renewal given it is packed with vitamin E and antioxidants. It also soothes the skin and reduces itching. 2)Baking soda is useful in drying skin rashes as also in relieving itching and inflammation. 3)Aloe Vera,Thanks to its antibacterial, antifungal, anti-inflammatory and emollient properties, aloe vera is excellent for treating a number of skin ailments including rashes as also soothing the skin.
"
"Which medicine to take if I have a Rash?
","1)Olive oil helps in healing and promotes skin renewal given it is packed with vitamin E and antioxidants. It also soothes the skin and reduces itching. 2)Baking soda is useful in drying skin rashes as also in relieving itching and inflammation. 3)Aloe Vera,Thanks to its antibacterial, antifungal, anti-inflammatory and emollient properties, aloe vera is excellent for treating a number of skin ailments including rashes as also soothing the skin.
"
"How to cure Rash?
","1)Olive oil helps in healing and promotes skin renewal given it is packed with vitamin E and antioxidants. It also soothes the skin and reduces itching. 2)Baking soda is useful in drying skin rashes as also in relieving itching and inflammation. 3)Aloe Vera,Thanks to its antibacterial, antifungal, anti-inflammatory and emollient properties, aloe vera is excellent for treating a number of skin ailments including rashes as also soothing the skin.
"
"How to give CPR??
","1)For an adult or child, place the heel of one hand on the center of the chest at the nipple line. You can also push with one hand on top of the other. For an infant, place two fingers on the breastbone. 2)For an adult or child, press down at least 2 inches. Make sure not to press on ribs. For an infant, press down about 1 and 1/2 inches. Make sure not to press on the end of the breastbone. 3)Do chest compressions only, at the rate of 100-120 per minute or more. Let the chest rise completely between pushes. 4)Check to see if the person has started breathing.
"
"what to do in a CPR?
","1)For an adult or child, place the heel of one hand on the center of the chest at the nipple line. You can also push with one hand on top of the other. For an infant, place two fingers on the breastbone. 2)For an adult or child, press down at least 2 inches. Make sure not to press on ribs. For an infant, press down about 1 and 1/2 inches. Make sure not to press on the end of the breastbone. 3)Do chest compressions only, at the rate of 100-120 per minute or more. Let the chest rise completely between pushes. 4)Check to see if the person has started breathing.
"
"What steps to take in a CPR??
","1)For an adult or child, place the heel of one hand on the center of the chest at the nipple line. You can also push with one hand on top of the other. For an infant, place two fingers on the breastbone. 2)For an adult or child, press down at least 2 inches. Make sure not to press on ribs. For an infant, press down about 1 and 1/2 inches. Make sure not to press on the end of the breastbone. 3)Do chest compressions only, at the rate of 100-120 per minute or more. Let the chest rise completely between pushes. 4)Check to see if the person has started breathing.
"
